"","Site","SiteName","VEGID","Type","LAT","LONG","ALTITUDE","Aspect","Slope","Description","Understory","Moss","H2O","Edge","habitat","edgedist","edgetype","pforest.","sforest.","natdist.","pasture.","coffee.","note","Area_Basal","Group_cover","Subcanopy","Sitio","HabitatSitio","Fecha","Hora","Cielo","Viento","Rio","AMACYC*","CAEAUR*","CORATR","CYCGUJ","FALSPA","GLABRA","DIVDIV","ICTCHR","MELFOR","PSIMOR","SALATR","ARCCOL","CYAMEL","EMPMIN","MELAUR","PSAMON","AULPRA","BASRUF","CARPUS","DUMCAR","HENLEU","VERCRY","AMARUT","EMPFLT*","SALMAX","SETVIR","TROCAL","VIRPHI","PIOSEN","SETCIT","SETMAG","SETPEN","SETRUT","ELAFOR","LEPSOU","OREPER","PSAWAG","TOLSUL","TURGRA","VERPIN","ICTPLU","VIRFLF*","EUPELE","MNIVAR","QUIMEX","TITSEM","ATTSPA","COLRUB","PITSUL","SETGRA","CANMOD","HYLMUS","LEPVEX*","MYITUB","TROAED","VIRPLU","HENLES*","ONCCIN","AIMRUS*","AMAALB","EUPNAN","PIRRUB","SEIAUR","ACCCHI","CAMZON","CONCOO","CYASTE","MYIPIC","PENNIG","SPINOT","STRZON","TAPNAE","CRYSOU","MOMMOM","PSIHOL","BUTANT","HYLLEU","CROSUL","MYILUT","MYIVIR","BUTALN*","DRYLIN","BUTMAG","MEGPIT","SETPIM*","PIACAY","SITGRI","ZENASI","MYISIM","RAMSUL","VIRSOL","EUPHIR","ICTGAL","BASCUL","AMBHOL","EUPEXI","HYLDEC","MICPHI","MYAUNI","GEOFOR","MYICRI","PHASTR","CHLCAV*","NYCALB","HABRUB","PIRFLA","POLCAE","SARPAP","ELALEU","SETDOM","AMABER","CHAVAU","BUTPLT*","PTETOR","CERTYR","SETCAE","MIOOLE","FALRUF","CHLOCC","SETFUS","TIAOLI","CAMGUA","BUTBRA","CATUST","PATFLA","CHLFLP*","MYIMIN","ANAVAR","THRRUL*","CATAUN*","HABFUS","LAMSYB","BUTPLG*","XIPFLA","ORTVET","EUMSUP"
"74",40,"Finca de Raul","40P","C","15.11111079","-87.51927710","873.00",190,"M","newer farm w/ café 5 years, ~ 2 manazanas. Only a few shade species present but spaced fairly close. Riparian forest borders to east with pine/oak nearby in other directions. Understory is bare, some leaf little and dead shrubs/forbs","D","FALSO","VERDADERO","VERDADERO","AF",45,"SFOREST",0,23,0,0,77,"younger coffee with planted trees",3.2,6,14,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",41,"Finca de Raul #2","41P","C","15.10975108","-87.51390296","986.00",181,"M","natural trees, some extremely old. understory mostly leaf litter and remains of trimmed plants. flock present","L","FALSO","FALSO","FALSO","AF",0,NA,0,0,0,0,100,"",7.1,6,14,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",42,"Finca de Melvin","42P","C","15.19202675","-87.49534953","879.00",12,"S","riparian coffee farm w/ natural tree cover, although most trees < 25 years old much of area has limited slope. obervation made from centrally located hill 100m from road edge. Forest nearby to west, newly cleared land for coffee to NW. Similar coffee farm to south. Mix of pasture field, pine and limited oak to east. Age 1-15","I","FALSO","VERDADERO","VERDADERO","AF",60,"SFOREST/PASTURE",0,5,0,9,86,"200m from adjacent forest point(47)",12.4,7,13,"42","42C","03/16/2016","14:26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,3,0,0,1,3,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",42,"Finca de Melvin","42P","C","15.19202675","-87.49534953","879.00",12,"S","riparian coffee farm w/ natural tree cover, although most trees < 25 years old much of area has limited slope. obervation made from centrally located hill 100m from road edge. Forest nearby to west, newly cleared land for coffee to NW. Similar coffee farm to south. Mix of pasture field, pine and limited oak to east. Age 1-15","I","FALSO","VERDADERO","VERDADERO","AF",60,"SFOREST/PASTURE",0,5,0,9,86,"200m from adjacent forest point(47)",12.4,7,13,"42","42C","03/26/2016","11:15",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",42,"Finca de Melvin","42P","C","15.19202675","-87.49534953","879.00",12,"S","riparian coffee farm w/ natural tree cover, although most trees < 25 years old much of area has limited slope. obervation made from centrally located hill 100m from road edge. Forest nearby to west, newly cleared land for coffee to NW. Similar coffee farm to south. Mix of pasture field, pine and limited oak to east. Age 1-15","I","FALSO","VERDADERO","VERDADERO","AF",60,"SFOREST/PASTURE",0,5,0,9,86,"200m from adjacent forest point(47)",12.4,7,13,"42","42C","2/8/2016","10:50",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,2,0,0,1,1,0,0,4,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"79",43,"Finca de Fredie","43P","F","15.14281810","-87.50364083","1174.00",326,"S","secondary forest, slectively logged in some spots, clearing nearby ~ 20m diameter. A series of footpaths run through area. Approximately 200-300m diameter patch surrounded by coffee and fields.","I","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",22,20,0,"43","43F","3/3/2016","12:53",2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",43,"Finca de Fredie","43P","F","15.14281810","-87.50364083","1174.00",326,"S","secondary forest, slectively logged in some spots, clearing nearby ~ 20m diameter. A series of footpaths run through area. Approximately 200-300m diameter patch surrounded by coffee and fields.","I","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",22,20,0,"43","43F","3/8/2016","06:33",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"81",44,"San Rafael","44P","F","15.12392613","-87.44424063","1612.00",80,"S","intact cloud forest - large tract - point @ low slope area. Less than 100m from road but boardered by more forest. point @ site of 2-3 naturally decaying and fallen trees. Between 10-20 z size trees were cut previously to harvest part of one fallen tree for lumber. Understory measurements were not made in this disturbed area.","I","FALSO","FALSO","VERDADERO","SF",30,"ROAD",15,73,3,0,9,"",35.6,17,3,"44","44F","03/28/2016","11:50",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"82",44,"San Rafael","44P","F","15.12392613","-87.44424063","1612.00",80,"S","intact cloud forest - large tract - point @ low slope area. Less than 100m from road but boardered by more forest. point @ site of 2-3 naturally decaying and fallen trees. Between 10-20 z size trees were cut previously to harvest part of one fallen tree for lumber. Understory measurements were not made in this disturbed area.","I","FALSO","FALSO","VERDADERO","SF",30,"ROAD",15,73,3,0,9,"",35.6,17,3,"44","44F","3/10/2016","12:40",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"83",45,"San Rafael #2","45P","F","15.12786898","-87.44640416","1622.00",-1,"F","more intact cloud forest @ another fairly flat area","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",45.9,14,6,"45","45F","03/28/2016","10:38",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"84",45,"San Rafael #2","45P","F","15.12786898","-87.44640416","1622.00",-1,"F","more intact cloud forest @ another fairly flat area","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",45.9,14,6,"45","45F","3/10/2016","11:15",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"85",46,"San Rafael #3","46P","F","15.13051255","-87.44244732","1484.00",330,"S","another intact humid forest point. At this lower elevation the canopy is less dense with more leaf litter. point is on mild slope.","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",47.8,16,4,"46","46F","03/28/2016","09:44",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"86",46,"San Rafael #3","46P","F","15.13051255","-87.44244732","1484.00",330,"S","another intact humid forest point. At this lower elevation the canopy is less dense with more leaf litter. point is on mild slope.","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",47.8,16,4,"46","46F","3/10/2016","10:07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"87",47,"Finca de Hincho","47P","C","15.20469449","-87.49645595","846.00",30,"M","small coffee plot on both sides of a stream, bordered upslope by pine/oak, distance along stream is <100m, trees are natural. 5 YEARS","I","FALSO","VERDADERO","VERDADERO","AF",30,"SFOREST/ROAD",0,34,0,0,66,"also, some recently planted coffee",10,6,14,"47","47C","03/16/2016","12:20",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"88",47,"Finca de Hincho","47P","C","15.20469449","-87.49645595","846.00",30,"M","small coffee plot on both sides of a stream, bordered upslope by pine/oak, distance along stream is <100m, trees are natural. 5 YEARS","I","FALSO","VERDADERO","VERDADERO","AF",30,"SFOREST/ROAD",0,34,0,0,66,"also, some recently planted coffee",10,6,14,"47","47C","2/8/2016","07:27",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,4,0,0,0,0,2,2,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"89",47,"Finca de Hincho","47P","C","15.20469449","-87.49645595","846.00",30,"M","small coffee plot on both sides of a stream, bordered upslope by pine/oak, distance along stream is <100m, trees are natural. 5 YEARS","I","FALSO","VERDADERO","VERDADERO","AF",30,"SFOREST/ROAD",0,34,0,0,66,"also, some recently planted coffee",10,6,14,"47","47C","3/1/2016","08:23",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"90",48,"Finca de Enma","48P","F","15.13989097","-87.45536710","1446.00",-1,"S","small peak covered with forest. point is at edge of abandoned coffee plot. coffee is 25-30 years, some at more than 6m in height with some young trees @ same height. Approx half of vegetation falls into this category, other half has been recently, partially cleared ~80m to SW but majority of trees remain, it is not visible from point.","I","FALSO","FALSO","VERDADERO","SF",50,"DISTURBANCE",0,65,35,0,0,"disturbance here is not natural but logs remain",28.8,15,5,"48","48F","03/24/2016","08:55",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"91",48,"Finca de Enma","48P","F","15.13989097","-87.45536710","1446.00",-1,"S","small peak covered with forest. point is at edge of abandoned coffee plot. coffee is 25-30 years, some at more than 6m in height with some young trees @ same height. Approx half of vegetation falls into this category, other half has been recently, partially cleared ~80m to SW but majority of trees remain, it is not visible from point.","I","FALSO","FALSO","VERDADERO","SF",50,"DISTURBANCE",0,65,35,0,0,"disturbance here is not natural but logs remain",28.8,15,5,"48","48F","3/2/2016","07:20",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"92",48,"Finca de Enma","48P","F","15.13989097","-87.45536710","1446.00",-1,"S","small peak covered with forest. point is at edge of abandoned coffee plot. coffee is 25-30 years, some at more than 6m in height with some young trees @ same height. Approx half of vegetation falls into this category, other half has been recently, partially cleared ~80m to SW but majority of trees remain, it is not visible from point.","I","FALSO","FALSO","VERDADERO","SF",50,"DISTURBANCE",0,65,35,0,0,"disturbance here is not natural but logs remain",28.8,15,5,"48","48F","4/1/2016","09:23",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",49,"El Portillo F1","49P","F","15.10584385","-87.36694573","1580.00",-1,"M","large tract of cloud forest, part of a protected watershed along ridge.","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",26.4,15,5,"49","49F","02/24/2016","12:45",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"94",49,"El Portillo F1","49P","F","15.10584385","-87.36694573","1580.00",-1,"M","large tract of cloud forest, part of a protected watershed along ridge.","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",26.4,15,5,"49","49F","03/25/2016","08:20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"95",50,"El Portillo F2","50P","F","15.10283022","-87.36322953","1572.00",-1,"S","intact cloud forest on ridge","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",37,14,6,"50","50F","02/24/2016","11:50",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"96",50,"El Portillo F2","50P","F","15.10283022","-87.36322953","1572.00",-1,"S","intact cloud forest on ridge","I","FALSO","FALSO","FALSO","PF",0,NA,100,0,0,0,0,"",37,14,6,"50","50F","03/25/2016","09:24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"97",51,"El Portillo C1","51P","C","15.10250593","-87.34889899","1342.00",162,"M","larger coffee plot currently almost complete fern/forbs coverage, younger café plants, most trees are natura, a few planted","I","FALSO","FALSO","FALSO","AF",0,NA,0,0,0,0,100,"",13.6,10,10,"51","51C","02/24/2016","08:25",0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"98",51,"El Portillo C1","51P","C","15.10250593","-87.34889899","1342.00",162,"M","larger coffee plot currently almost complete fern/forbs coverage, younger café plants, most trees are natura, a few planted","I","FALSO","FALSO","FALSO","AF",0,NA,0,0,0,0,100,"",13.6,10,10,"51","51C","03/25/2016","11:52",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",52,"El Portillo C2","52","C","15.10674030","-87.34818419","1201.00",348,"M","Point on large coffee at edge between recently planted coffee and much older plants.Mostly steep slope, minimal shade over coffee,","I","FALSO","FALSO","FALSO","AF",0,NA,0,0,0,0,100,"~40% of area recently replanted with only banana remaining",11.8,5,13,"52","52C","02/24/2016","10:00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,2,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",52,"El Portillo C2","52","C","15.10674030","-87.34818419","1201.00",348,"M","Point on large coffee at edge between recently planted coffee and much older plants.Mostly steep slope, minimal shade over coffee,","I","FALSO","FALSO","FALSO","AF",0,NA,0,0,0,0,100,"~40% of area recently replanted with only banana remaining",11.8,5,13,"52","52C","03/25/2016","10:30",0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
